STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,trac_area,clipped_area
"48","085","032013","48085032013","320.13",Census Tract 320.13,G5020,S,"5306860","30989","+33.0540065","-096.6886424",5337845.82754214,1184544.680
"48","085","032012","48085032012","320.12",Census Tract 320.12,G5020,S,"1626809","0","+33.0360750","-096.6894852",1626810.44465036,1327802.038
"48","085","032003","48085032003","320.03",Census Tract 320.03,G5020,S,"2291413","0","+33.0247826","-096.6906720",2291408.90415716,2006545.055
"48","085","031622","48085031622","316.22",Census Tract 316.22,G5020,S,"3871704","0","+33.0339906","-096.7205137",3871701.9314474,1431975.237
"48","085","031623","48085031623","316.23",Census Tract 316.23,G5020,S,"1855018","0","+33.0231135","-096.7211005",1855021.86609973,693126.439
"48","085","031611","48085031611","316.11",Census Tract 316.11,G5020,S,"2488323","0","+33.0487307","-096.7050244",2488320.75049253,1010595.829
"48","085","031902","48085031902","319.02",Census Tract 319.02,G5020,S,"5673293","0","+33.0159346","-096.6978442",5673291.30724055,5046806.635
"48","085","031809","48085031809","318.09",Census Tract 318.09,G5020,S,"1126540","6331","+33.0058457","-096.7262650",1132869.99947842,634990.918
"48","085","031808","48085031808","318.08",Census Tract 318.08,G5020,S,"2973696","8426","+33.0137716","-096.7224786",2982117.85449651,924891.985
"48","085","031810","48085031810","318.10",Census Tract 318.10,G5020,S,"1407494","0","+33.0006932","-096.7191347",1407495.18211525,774780.216
"48","085","031904","48085031904","319.04",Census Tract 319.04,G5020,S,"651456","0","+33.0005604","-096.7040134",651455.019910465,651455.020
"48","085","031815","48085031815","318.15",Census Tract 318.15,G5020,S,"2138986","2423","+32.9918207","-096.7178289",2141408.12380917,1868223.682
"48","085","031816","48085031816","318.16",Census Tract 318.16,G5020,S,"3314273","34817","+32.9904017","-096.6956466",3349094.59596268,2223968.855
"48","085","031903","48085031903","319.03",Census Tract 319.03,G5020,S,"1507158","0","+32.9998920","-096.6874314",1507157.83659183,846391.863
"48","113","019052","48113019052","190.52",Census Tract 190.52,G5020,S,"1470953","0","+32.9801964","-096.7069567",1470953.06930229,1470953.069
"48","113","019053","48113019053","190.53",Census Tract 190.53,G5020,S,"3283601","0","+32.9673723","-096.7108836",3283602.5065884,2535071.926
"48","085","031814","48085031814","318.14",Census Tract 318.14,G5020,S,"2009798","3111","+32.9943097","-096.7364283",2012909.10001159,26193.900
"48","113","019036","48113019036","190.36",Census Tract 190.36,G5020,S,"2687672","9297","+32.9820172","-096.6946727",2696970.80404261,491415.324
"48","113","019210","48113019210","192.10",Census Tract 192.10,G5020,S,"3109154","0","+32.9811167","-096.7285400",3109146.87230234,1555043.984
"48","113","019211","48113019211","192.11",Census Tract 192.11,G5020,S,"3358304","0","+32.9696000","-096.7320622",3358310.94693489,2494701.571
"48","113","019039","48113019039","190.39",Census Tract 190.39,G5020,S,"4532728","0","+32.9465166","-096.7074162",4532728.26246817,704368.810
"48","113","019101","48113019101","191.01",Census Tract 191.01,G5020,S,"1368187","0","+32.9481597","-096.7339318",1368187.62822924,1368187.628
"48","113","019102","48113019102","191.02",Census Tract 191.02,G5020,S,"3011501","0","+32.9489047","-096.7225579",3011504.19672911,2352055.449
"48","113","019202","48113019202","192.02",Census Tract 192.02,G5020,S,"2010839","14077","+32.9459399","-096.7468299",2024913.29254654,1563119.229
"48","113","019203","48113019203","192.03",Census Tract 192.03,G5020,S,"2958019","8831","+32.9568544","-096.7416435",2966853.39262347,1209391.604
"48","113","019213","48113019213","192.13",Census Tract 192.13,G5020,S,"643507","0","+32.9365374","-096.7547381",643507.165731642,287439.821
"48","113","019040","48113019040","190.40",Census Tract 190.40,G5020,S,"5350032","1149","+32.9323213","-096.7387195",5351194.20130912,4576344.074
"48","113","019041","48113019041","190.41",Census Tract 190.41,G5020,S,"1248027","0","+32.9288298","-096.7271307",1248027.75255444,476914.479
"48","113","019212","48113019212","192.12",Census Tract 192.12,G5020,S,"282125","0","+32.9344480","-096.7598198",282126.39211076,47759.478
"48","113","007823","48113007823","78.23",Census Tract 78.23,G5020,S,"1609453","0","+32.8924649","-096.7644301",1609454.4415725,1609454.442
"48","113","013101","48113013101","131.01",Census Tract 131.01,G5020,S,"2620901","0","+32.9027113","-096.7790238",2620901.24211571,971882.755
"48","113","007805","48113007805","78.05",Census Tract 78.05,G5020,S,"2692556","0","+32.9020123","-096.7577754",2692553.66772155,2639078.407
"48","113","013202","48113013202","132.02",Census Tract 132.02,G5020,S,"2919980","35510","+32.9176103","-096.7776367",2955486.28376815,1163531.047
"48","113","007829","48113007829","78.29",Census Tract 78.29,G5020,S,"1813665","0","+32.9168187","-096.7607787",1813664.4519543,1813664.452
"48","113","019016","48113019016","190.16",Census Tract 190.16,G5020,S,"1139087","0","+32.9195134","-096.7421805",1139086.43239957,1122750.467
"48","113","007828","48113007828","78.28",Census Tract 78.28,G5020,S,"1117489","0","+32.9137737","-096.7509388",1117489.34498313,1117489.345
"48","113","019034","48113019034","190.34",Census Tract 190.34,G5020,S,"1773268","23964","+32.9209189","-096.7261193",1797231.80208795,39086.452
"48","113","019208","48113019208","192.08",Census Tract 192.08,G5020,S,"1252224","0","+32.9321554","-096.7652519",1252226.83349136,244224.161
"48","113","007810","48113007810","78.10",Census Tract 78.10,G5020,S,"2302844","0","+32.9067294","-096.7391282",2302843.92046594,863068.634
"48","113","013107","48113013107","131.07",Census Tract 131.07,G5020,S,"486059","0","+32.8916421","-096.7722324",486059.271901855,486059.272
"48","113","013106","48113013106","131.06",Census Tract 131.06,G5020,S,"428322","0","+32.8936530","-096.7751311",428322.255552785,262060.681
"48","113","007812","48113007812","78.12",Census Tract 78.12,G5020,S,"2843536","3924","+32.8883641","-096.7495638",2847459.27125997,721384.610
"48","113","013104","48113013104","131.04",Census Tract 131.04,G5020,S,"538242","0","+32.8834997","-096.7738781",538244.062709387,538244.063
"48","113","007822","48113007822","78.22",Census Tract 78.22,G5020,S,"1535099","20692","+32.8768842","-096.7663931",1555789.88676143,1555789.887
"48","113","007821","48113007821","78.21",Census Tract 78.21,G5020,S,"1303242","44542","+32.8734943","-096.7475548",1347782.89613579,662216.328
"48","113","013102","48113013102","131.02",Census Tract 131.02,G5020,S,"1358524","23975","+32.8876704","-096.7818016",1382499.87023228,438754.293
"48","113","007801","48113007801","78.01",Census Tract 78.01,G5020,S,"2442663","33896","+32.8731554","-096.7776351",2476560.92843181,1817514.106
"48","113","007815","48113007815","78.15",Census Tract 78.15,G5020,S,"1273816","0","+32.8799479","-096.7567462",1273816.88765373,1273816.888
"48","113","007819","48113007819","78.19",Census Tract 78.19,G5020,S,"689384","0","+32.8655737","-096.7594159",689383.437466135,558934.211
"48","113","007830","48113007830","78.30",Census Tract 78.30,G5020,S,"152546","0","+32.8690806","-096.7597919",152546.821788503,152546.822
"48","113","007832","48113007832","78.32",Census Tract 78.32,G5020,S,"234574","0","+32.8686215","-096.7544109",234575.827991877,232896.461
"48","113","007833","48113007833","78.33",Census Tract 78.33,G5020,S,"367560","0","+32.8665755","-096.7472676",367559.294754367,38664.129
"48","113","007910","48113007910","79.10",Census Tract 79.10,G5020,S,"497027","12465","+32.8585687","-096.7630851",509491.434417519,503563.928
"48","113","007912","48113007912","79.12",Census Tract 79.12,G5020,S,"510365","0","+32.8615855","-096.7674491",510363.219863672,510363.220
"48","113","007915","48113007915","79.15",Census Tract 79.15,G5020,S,"205665","0","+32.8628540","-096.7615974",205664.463288052,205664.463
"48","113","007831","48113007831","78.31",Census Tract 78.31,G5020,S,"200959","0","+32.8656922","-096.7539982",200957.159125141,162803.383
"48","113","007916","48113007916","79.16",Census Tract 79.16,G5020,S,"214578","0","+32.8600626","-096.7573272",214577.549373926,95749.473
"48","113","019301","48113019301","193.01",Census Tract 193.01,G5020,S,"1199676","0","+32.8563450","-096.7818523",1199677.07052917,911338.114
"48","113","007903","48113007903","79.03",Census Tract 79.03,G5020,S,"1227090","0","+32.8500530","-096.7563889",1227092.32072177,776898.970
"48","113","007906","48113007906","79.06",Census Tract 79.06,G5020,S,"1247282","0","+32.8602949","-096.7756820",1247285.39691168,1080910.422
"48","113","007909","48113007909","79.09",Census Tract 79.09,G5020,S,"499418","0","+32.8534662","-096.7665661",499416.228585391,499416.229
"48","113","007913","48113007913","79.13",Census Tract 79.13,G5020,S,"605345","0","+32.8483155","-096.7671175",605345.267284166,605345.267
"48","113","007914","48113007914","79.14",Census Tract 79.14,G5020,S,"855948","0","+32.8421573","-096.7694872",855952.150484649,855952.150
"48","113","019400","48113019400","194",Census Tract 194,G5020,S,"1530240","19024","+32.8477546","-096.7913680",1549263.61737724,448447.046
"48","113","019600","48113019600","196",Census Tract 196,G5020,S,"1015403","0","+32.8314269","-096.7876412",1015407.17619155,719658.376
"48","113","000201","48113000201","2.01",Census Tract 2.01,G5020,S,"1762502","0","+32.8327403","-096.7571634",1762504.92569532,404532.240
"48","113","000202","48113000202","2.02",Census Tract 2.02,G5020,S,"1571509","30513","+32.8318688","-096.7662373",1602026.10888221,1317737.793
"48","113","000300","48113000300","3",Census Tract 3,G5020,S,"1809162","0","+32.8301654","-096.7761239",1809164.10939655,1679412.061
"48","113","019302","48113019302","193.02",Census Tract 193.02,G5020,S,"1862188","0","+32.8446397","-096.7804746",1862189.12340794,1862189.123
"48","113","000705","48113000705","7.05",Census Tract 7.05,G5020,S,"473389","0","+32.8198475","-096.7907235",473389.982210099,226665.066
"48","113","000706","48113000706","7.06",Census Tract 7.06,G5020,S,"357428","0","+32.8265470","-096.7858152",357428.719132636,145086.338
"48","113","019700","48113019700","197",Census Tract 197,G5020,S,"2137907","0","+32.8328280","-096.7967924",2137903.71831214,114821.583
"48","113","001703","48113001703","17.03",Census Tract 17.03,G5020,S,"678997","0","+32.7995361","-096.7968844",678998.74210596,678998.742
"48","113","002200","48113002200","22",Census Tract 22,G5020,S,"1651595","2154","+32.7898054","-096.7800762",1653747.1899327,1116161.668
"48","113","000605","48113000605","6.05",Census Tract 6.05,G5020,S,"537957","0","+32.8104817","-096.8071671",537953.51323807,381739.716
"48","113","000801","48113000801","8.01",Census Tract 8.01,G5020,S,"785984","0","+32.8055768","-096.7830172",785984.42070958,783988.743
"48","113","000902","48113000902","9.02",Census Tract 9.02,G5020,S,"421107","0","+32.8104449","-096.7772820",421104.929087162,156928.108
"48","113","001901","48113001901","19.01",Census Tract 19.01,G5020,S,"554175","0","+32.7941280","-096.8075154",554172.854495278,376975.942
"48","113","001801","48113001801","18.01",Census Tract 18.01,G5020,S,"242287","0","+32.8041504","-096.8013101",242286.453767429,242286.454
"48","113","000703","48113000703","7.03",Census Tract 7.03,G5020,S,"538313","0","+32.8128029","-096.7943456",538311.483371501,538311.483
"48","113","001802","48113001802","18.02",Census Tract 18.02,G5020,S,"470125","0","+32.7984827","-096.8045564",470126.658494752,470126.658
"48","113","000802","48113000802","8.02",Census Tract 8.02,G5020,S,"659950","0","+32.8105383","-096.7882425",659949.57245557,659949.572
"48","113","001602","48113001602","16.02",Census Tract 16.02,G5020,S,"613664","0","+32.7946955","-096.7883796",613665.337657977,613665.338
"48","113","000607","48113000607","6.07",Census Tract 6.07,G5020,S,"472890","0","+32.8204920","-096.8065796",472894.244213665,6095.018
"48","113","000501","48113000501","5.01",Census Tract 5.01,G5020,S,"324538","0","+32.8112361","-096.8138634",324537.671053468,35319.060
"48","113","000502","48113000502","5.02",Census Tract 5.02,G5020,S,"936133","0","+32.8034842","-096.8109309",936131.631356587,434547.773
"48","113","001902","48113001902","19.02",Census Tract 19.02,G5020,S,"671034","0","+32.7900970","-096.8102265",671034.274377911,571260.096
"48","113","000704","48113000704","7.04",Census Tract 7.04,G5020,S,"348350","0","+32.8074274","-096.7971362",348349.538154493,348349.538
"48","113","001705","48113001705","17.05",Census Tract 17.05,G5020,S,"940705","0","+32.7913244","-096.7972010",940700.976093231,940700.976
"48","113","000901","48113000901","9.01",Census Tract 9.01,G5020,S,"543353","0","+32.8162678","-096.7841207",543352.759725127,350108.862
"48","113","001601","48113001601","16.01",Census Tract 16.01,G5020,S,"639913","0","+32.8010361","-096.7896928",639916.01720982,639916.017
"48","113","019800","48113019800","198",Census Tract 198,G5020,S,"2656286","0","+32.8294881","-096.8100061",2656289.19650218,1929.672
"48","113","000606","48113000606","6.06",Census Tract 6.06,G5020,S,"1058450","0","+32.8159774","-096.8010195",1058444.28547432,787962.591
"48","113","001503","48113001503","15.03",Census Tract 15.03,G5020,S,"623787","0","+32.8029110","-096.7769554",623786.72382263,282186.370
"48","113","020300","48113020300","203",Census Tract 203,G5020,S,"3711752","8722","+32.7743000","-096.7668089",3720475.9007986,167963.974
"48","113","002100","48113002100","21",Census Tract 21,G5020,S,"990769","0","+32.7842286","-096.8029283",990768.772860775,990768.773
"48","113","010002","48113010002","100.02",Census Tract 100.02,G5020,S,"1775475","0","+32.7727791","-096.8133108",1775474.54753551,1775474.548
"48","113","003103","48113003103","31.03",Census Tract 31.03,G5020,S,"512035","0","+32.7809629","-096.7941811",512034.078477359,512034.078
"48","113","020401","48113020401","204.01",Census Tract 204.01,G5020,S,"1399355","0","+32.7820539","-096.7787611",1399354.36606409,714315.589
"48","113","003102","48113003102","31.02",Census Tract 31.02,G5020,S,"465410","0","+32.7787201","-096.8038887",465411.238547097,465411.239
"48","113","010003","48113010003","100.03",Census Tract 100.03,G5020,S,"22306969","417463","+32.8100866","-096.8679172",22724430.4660633,1059076.284
"48","113","020402","48113020402","204.02",Census Tract 204.02,G5020,S,"5306753","80768","+32.7687223","-096.7929609",5387529.46209303,5387529.462
"48","113","020900","48113020900","209",Census Tract 209,G5020,S,"5331818","0","+32.7514443","-096.7725661",5331822.64569469,1223539.574
"48","113","002001","48113002001","20.01",Census Tract 20.01,G5020,S,"1646924","62043","+32.7617771","-096.8167420",1708965.39983964,745208.908
"48","113","004300","48113004300","43",Census Tract 43,G5020,S,"4585068","0","+32.7724928","-096.8394435",4585064.24773601,450345.968
"48","113","010102","48113010102","101.02",Census Tract 101.02,G5020,S,"1798141","0","+32.7830388","-096.8345385",1798138.29321796,23693.074
"48","113","004201","48113004201","42.01",Census Tract 42.01,G5020,S,"2569176","9714","+32.7584519","-096.8299088",2578885.71138383,76583.217
"48","113","021000","48113021000","210",Census Tract 210,G5020,S,"4383139","0","+32.7445167","-096.8042584",4383137.71470402,4267922.218
"48","113","002002","48113002002","20.02",Census Tract 20.02,G5020,S,"746621","0","+32.7534359","-096.8153069",746621.684623292,655589.145
"48","113","004800","48113004800","48",Census Tract 48,G5020,S,"1691169","0","+32.7436867","-096.8175422",1691164.12602367,1691164.126
"48","113","005400","48113005400","54",Census Tract 54,G5020,S,"2645077","0","+32.7273108","-096.8174351",2645081.1573753,1365421.561
"48","113","005500","48113005500","55",Census Tract 55,G5020,S,"2710701","0","+32.7251819","-096.7995404",2710704.74759915,117127.333
"48","113","021100","48113021100","211",Census Tract 211,G5020,S,"11000161","68640","+32.7356814","-096.7724914",11068799.5287624,2550434.637
"48","113","004700","48113004700","47",Census Tract 47,G5020,S,"966092","0","+32.7462987","-096.8302300",966091.313955656,716059.690
"48","113","005000","48113005000","50",Census Tract 50,G5020,S,"1416298","0","+32.7384270","-096.8303481",1416298.07071729,1416298.071
"48","113","006200","48113006200","62",Census Tract 62,G5020,S,"2808984","7740","+32.7239994","-096.8330548",2816725.0298195,2003820.471
"48","113","005100","48113005100","51",Census Tract 51,G5020,S,"986541","0","+32.7367385","-096.8424449",986545.340429186,986545.340
"48","113","005200","48113005200","52",Census Tract 52,G5020,S,"1490146","0","+32.7406185","-096.8508796",1490145.96689828,1084569.837
"48","113","005300","48113005300","53",Census Tract 53,G5020,S,"2100610","0","+32.7340858","-096.8602528",2100610.66517691,1822374.418
"48","113","006301","48113006301","63.01",Census Tract 63.01,G5020,S,"2549959","0","+32.7130682","-096.8486150",2549961.48526744,1096336.747
"48","113","006302","48113006302","63.02",Census Tract 63.02,G5020,S,"1646368","0","+32.7251814","-096.8474226",1646372.05785913,1646372.058
"48","113","004600","48113004600","46",Census Tract 46,G5020,S,"712964","143","+32.7472866","-096.8434614",713107.594968446,334093.867
"48","113","004500","48113004500","45",Census Tract 45,G5020,S,"1972793","11228","+32.7439348","-096.8661076",1984023.90842389,5875.822
"48","113","006402","48113006402","64.02",Census Tract 64.02,G5020,S,"1332156","0","+32.7275108","-096.8734271",1332153.8512511,1292932.980
"48","113","010804","48113010804","108.04",Census Tract 108.04,G5020,S,"1973916","0","+32.7132352","-096.8627603",1973917.38383458,1567771.440
"48","113","010805","48113010805","108.05",Census Tract 108.05,G5020,S,"3055486","0","+32.7115251","-096.8793984",3055487.31474846,2107828.363
"48","113","006401","48113006401","64.01",Census Tract 64.01,G5020,S,"778638","0","+32.7258657","-096.8636146",778636.867049068,778636.867
"48","113","006502","48113006502","65.02",Census Tract 65.02,G5020,S,"1688019","0","+32.7225437","-096.8837208",1688020.49369879,1391975.318
"48","113","006501","48113006501","65.01",Census Tract 65.01,G5020,S,"1372359","0","+32.7300696","-096.8884126",1372360.88074832,259458.254
"48","113","010809","48113010809","108.09",Census Tract 108.09,G5020,S,"1951231","0","+32.7138424","-096.8965208",1951237.95821034,166655.473
"48","113","010807","48113010807","108.07",Census Tract 108.07,G5020,S,"2948040","7492","+32.6962680","-096.8859012",2955536.74030198,368.168
